contract_address,project_dir,recompile_ok,recompile_message,used_version,n_sources,mode,elapsed_s,original_idx,label
0x4267a2097012fcf20d9a97e18ced71cffdf4b31b,contracts/0x4267a2097012fcf20d9a97e18ced71cffdf4b31b,True,"Compiled OK (initial v0.7.6, mode=all_files)",0.7.6,1,all_files,0.077,303788,"account.length<=_maxTxLimit,""Payout list greater than _maxTxLimit"""
0x067ca6b98cc2ffa4349239b3b36e416cd24c570f,contracts/0x067ca6b98cc2ffa4349239b3b36e416cd24c570f,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,15,standard,0.043,33081,"msg.value>=mintRate,""Not enough ether sent."""
0xc6c9ddc051d515e28da87ab1c511caae510edd96,contracts/0xc6c9ddc051d515e28da87ab1c511caae510edd96,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,6,standard,0.115,70128,"balanceOf(to)+amount<=(_totalSupply*maxWallet)/100,""Max Wallet Amount is 2%"""
0x9b4535244caf27e84aa600093fc20955ad179776,contracts/0x9b4535244caf27e84aa600093fc20955ad179776,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.045,50630,"n.length>0&&n.length<25,""Invalid name length"""
0xf7d35ca1c865871e8cf8ba58515343ecbff6a46d,contracts/0xf7d35ca1c865871e8cf8ba58515343ecbff6a46d,True,"Compiled OK (initial v0.5.17, mode=standard)",0.5.17,31,standard,1.576,491223,"isWhiteListed[sender],""caller not whitelisted"""
0xee71025bf3f08e43a5698b44bf456670a4ed5c0c,contracts/0xee71025bf3f08e43a5698b44bf456670a4ed5c0c,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,16,standard,0.579,168804,"mintActive[mintType],""Mint type not active"""
0x79633bad7394cdbcc03853d273dc92d463c65f81,contracts/0x79633bad7394cdbcc03853d273dc92d463c65f81,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,10,standard,0.218,204930,"flipToken.balanceOf(msg.sender)>=_flipAmount,""CoinFlipUsa: insufficient balance"""
0xce2c03e581e2d17f65dd6e642cb48b591022a134,contracts/0xce2c03e581e2d17f65dd6e642cb48b591022a134,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.027,477132,"exists(tokenIds[i]),""Token doesn't exist"""
0x82cd29677fb88bd9345822240ef7fb6280a67c3f,contracts/0x82cd29677fb88bd9345822240ef7fb6280a67c3f,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,13,standard,0.043,440713,"piblicNum[msg.sender]+quantity<=maxPerAddressDuringMint,""can not mint this many"""
0x2bcfcaa40395f4f38ad1afa8915bf11d9df8cf56,contracts/0x2bcfcaa40395f4f38ad1afa8915bf11d9df8cf56,True,"Compiled OK (initial v0.7.6, mode=standard)",0.7.6,15,standard,0.42,11102,"(srcDecimals-dstDecimals)<=MAX_DECIMALS,""src - dst > MAX_DECIMALS"""
0xa18bdf38be0ba9558f1e9697ac3fbf5210905e58,contracts/0xa18bdf38be0ba9558f1e9697ac3fbf5210905e58,True,"Compiled OK (initial v0.4.24, mode=all_files)",0.4.24,1,all_files,0.161,363343,msg.sender==beneficiaryAddress
0x870e6cc2c82c29e055b6c7f44e53274e93b7dfeb,contracts/0x870e6cc2c82c29e055b6c7f44e53274e93b7dfeb,True,"Compiled OK (initial v0.4.24, mode=all_files)",0.4.24,1,all_files,0.161,375804,"allowed_[msg.sender][_spender]==_currentValue,""Current allowance value does not match."""
0xb08fbc3234fb294af6aa66c29f265f86c4a6ba37,contracts/0xb08fbc3234fb294af6aa66c29f265f86c4a6ba37,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,13,standard,0.202,92677,"numberMinted(msg.sender).add(numberOfTokens)<=maxWLPurchase,""Exceeds Max mints allowed per whitelisted wallet"""
0x4686f017d456331ed2c1de66e134d8d05b24413d,contracts/0x4686f017d456331ed2c1de66e134d8d05b24413d,True,"Compiled OK (initial v0.4.24, mode=all_files)",0.4.24,1,all_files,0.152,15654,"signers[i]!=address(0),""new signer must not be 0x0"""
0x38dfc89a286270e7da5f6f1e8112afeb461136fd,contracts/0x38dfc89a286270e7da5f6f1e8112afeb461136fd,True,"Compiled OK (initial v0.6.12, mode=all_files)",0.6.12,1,all_files,0.067,384881,"isOwner()==true,""Security Violation - You are not the AuthentoFile contract owner"""
0xd43c61fa104aa9f65038f2da97851f7e17850139,contracts/0xd43c61fa104aa9f65038f2da97851f7e17850139,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,13,standard,0.216,5517,payable(addr2).send(balance)
0xa6e0f6c8d03e4f97924be6a14844fd2b6dae565d,contracts/0xa6e0f6c8d03e4f97924be6a14844fd2b6dae565d,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.031,431475,"(trading||(sender==budAddr[1])),""ERC20: trading is not yet enabled."""
0x26b1dbf69c45f48d3cc2216cf258a96ac7026d12,contracts/0x26b1dbf69c45f48d3cc2216cf258a96ac7026d12,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.049,42020,"msg.sender==breedingContract,""Sorry you dont have permission to mint"""
0x5995383373decbd673c2d3ab92e6118508f9b83e,contracts/0x5995383373decbd673c2d3ab92e6118508f9b83e,True,"Compiled OK (initial v0.7.6, mode=all_files)",0.7.6,1,all_files,0.074,313378,"address(rewarder)!=address(0),""StakingPools: rewarder not set"""
0x168ecee26470f9491c0859ffa3ea0397d1047011,contracts/0x168ecee26470f9491c0859ffa3ea0397d1047011,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,12,standard,0.733,57668,"_tokenIds.length==_baseURI.length,""Input mismatch"""
0xb224d609ec38e01d7caaf731b2465f33b8105229,contracts/0xb224d609ec38e01d7caaf731b2465f33b8105229,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,29,standard,1.764,191391,"IStaker(_staker).owner()==this.owner(),""!owner"""
0x45b9797f94fc6c0d2e0093f2e3cc9690ac577b69,contracts/0x45b9797f94fc6c0d2e0093f2e3cc9690ac577b69,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,8,standard,0.161,328728,_tos.length==_values.length&&_tos.length==_starts.length&&_tos.length==_cliffs.length&&_tos.length==_vestings.length
0xbe1034f74dcd0651d36872231b19fc347600ecc9,contracts/0xbe1034f74dcd0651d36872231b19fc347600ecc9,True,"Compiled OK (initial v0.8.6, mode=all_files)",0.8.6,1,all_files,0.091,300400,"usernameHashExists[usernameHash]==false,'User already exists'"
0xb3d734ced6dad731792268421db74bc609b430d7,contracts/0xb3d734ced6dad731792268421db74bc609b430d7,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,18,standard,0.182,172808,"msg.value>=pricePublic,""Sorry, not enough amount sent!"""
0x82b7e17d5dbf81ad84f6d4b6a95c2da147271dd1,contracts/0x82b7e17d5dbf81ad84f6d4b6a95c2da147271dd1,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,13,standard,0.452,397658,"proof.verify(whitelistMerkleRoot,keccak256(abi.encodePacked(msg.sender))),""mint: not on whitelist"""
0x7cca9cf1dff6f8b910d317a1bb28b0783bdb4e1e,contracts/0x7cca9cf1dff6f8b910d317a1bb28b0783bdb4e1e,True,"Compiled OK (initial v0.7.6, mode=standard)",0.7.6,9,standard,0.39,297091,"IERC20BurnTransfer(tokenCup).transferFrom(msg.sender,address(this),purchaseAmount),""CosmoDoodle: Transfer CUP amount exceeds allowance"""
0x8a09767a31db42c3ef6cbd352283dbb558e4ed0b,contracts/0x8a09767a31db42c3ef6cbd352283dbb558e4ed0b,True,"Compiled OK (initial v0.8.19, mode=standard)",0.8.19,11,standard,0.867,162257,"block.timestamp>=START_SALE,""Too early"""
0x9441a867aa68c8a5322f99b6bd6881cc175775c2,contracts/0x9441a867aa68c8a5322f99b6bd6881cc175775c2,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.039,335173,"order.base_quantity>0&&order.quote_quantity>0,""Invalid base/quote amount"""
0x6fbf7d655d528c93f45b9703bf56a523bbdfd927,contracts/0x6fbf7d655d528c93f45b9703bf56a523bbdfd927,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.026,388216,"msg.value==trialPrice,""Incorrect ETH value"""
0x5b0b687c40c3274272535bde7f5d19861fd9e23e,contracts/0x5b0b687c40c3274272535bde7f5d19861fd9e23e,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,34,standard,2.915,186700,"bytes(vaultName).length>0,""E2"""
0xee71025bf3f08e43a5698b44bf456670a4ed5c0c,contracts/0xee71025bf3f08e43a5698b44bf456670a4ed5c0c,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,16,standard,0.573,168804,"_totalMinted()+1<=MAX_SUPPLY,""Minted out"""
0x7f5ca8e9664d66fc7c11d26c7d9b750988d5c8a7,contracts/0x7f5ca8e9664d66fc7c11d26c7d9b750988d5c8a7,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,60,standard,2.004,489943,"playerNumbers.length<=90,'too many numbers'"
0xba4f753781b1e7a9e2a46618b7721a4685206020,contracts/0xba4f753781b1e7a9e2a46618b7721a4685206020,True,"Compiled OK (initial v0.7.6, mode=standard)",0.7.6,23,standard,0.222,20846,"info.stakingRewards!=address(0),""not deployed"""
0x160c404b2b49cbc3240055ceaee026df1e8497a0,contracts/0x160c404b2b49cbc3240055ceaee026df1e8497a0,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,13,standard,0.553,131228,"block.timestamp>=WL_STARTING_TIMESTAMP,""WL minting has not started yet!"""
0x2d92f63e7584f432cb9b546ebd616f56df84c6a8,contracts/0x2d92f63e7584f432cb9b546ebd616f56df84c6a8,True,"Compiled OK (initial v0.6.12, mode=standard)",0.6.12,10,standard,0.369,52689,"userLpBalance.add(amount)<=userLpLimit,""Cant stake more than lp limit"""
0xd31ba020fc3c1d58ce7a4698d232ea9272dadab9,contracts/0xd31ba020fc3c1d58ce7a4698d232ea9272dadab9,True,"Compiled OK (initial v0.8.18, mode=all_files)",0.8.18,1,all_files,0.451,65078,balanceOf[to]+amount<=maxWallet
0x3d9ef366b0281cfdc70882bada87fb47871e03a5,contracts/0x3d9ef366b0281cfdc70882bada87fb47871e03a5,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,16,standard,0.479,222973,"totalSupply()+claimPerMint<=publicMintMaxSupply,""maximum mint reached"""
0x905ff01bf05bbd2de91b3f09cc86187ea07edec3,contracts/0x905ff01bf05bbd2de91b3f09cc86187ea07edec3,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,6,standard,0.267,485779,"super.balanceOf(to)+amount<=INITIAL_MAX_HOLD,""Forbidden"""
0x5368a63d3b141a28bd389ec3893667b5287ff8b8,contracts/0x5368a63d3b141a28bd389ec3893667b5287ff8b8,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.036,72672,"msg.sender==developmentWallet,""Invalid Caller"""
0xdf0e921f7e5a837805bfbe02012db648a12d72cc,contracts/0xdf0e921f7e5a837805bfbe02012db648a12d72cc,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,14,standard,0.484,43355,"msg.value>=PRESALE_PRICE,""VALUE_TOO_LOW"""
0xeb2bf89f55e97b330291b9dd54798b82eda7a4b3,contracts/0xeb2bf89f55e97b330291b9dd54798b82eda7a4b3,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,6,standard,0.093,503897,"msg.value==ETH_FEE,""value sent does not match with eth fee"""
0xdb8fb781777bf70caea8e48b31ccf83c4e20f659,contracts/0xdb8fb781777bf70caea8e48b31ccf83c4e20f659,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,15,standard,0.382,234497,"mintCount[msg.sender]<walletLimit,limitRevertMessage"
0xe007b44afb1428a48433fad7323040f75e12d7e0,contracts/0xe007b44afb1428a48433fad7323040f75e12d7e0,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.032,149853,"soleOwner()==_msgSender(),'Ownable: caller is not the owner'"
0x7f37c676629940da75a3c26006389c0ac454fa4e,contracts/0x7f37c676629940da75a3c26006389c0ac454fa4e,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,15,standard,0.524,319894,"getPrice()*count<=msg.value,""Insufficient eth"""
0x9d7dcd5669bfb1e1cd4a1b4cb987a6b34714d70c,contracts/0x9d7dcd5669bfb1e1cd4a1b4cb987a6b34714d70c,True,"Compiled OK (initial v0.7.6, mode=all_files)",0.7.6,1,all_files,0.065,364196,authorized[msg.sender]||owner==msg.sender
0xf5ebf6919a11e91df989d98dbc4c2fe85a9ca48c,contracts/0xf5ebf6919a11e91df989d98dbc4c2fe85a9ca48c,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,15,standard,0.502,155831,"msg.value==tokenPrice*_numberOfTokens,""Incorrect ether sent"""
0x200c2f5ee02ac6774439e5a8dacd12b26bf71aca,contracts/0x200c2f5ee02ac6774439e5a8dacd12b26bf71aca,True,"Compiled OK (initial v0.7.6, mode=all_files)",0.7.6,1,all_files,0.077,333451,"pupPrice.mul(numberOfTokens)<=msg.value,""Ether value sent is not correct"""
0x7657e09060f9f1f9d877bb0cef2628a41377dfc0,contracts/0x7657e09060f9f1f9d877bb0cef2628a41377dfc0,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.056,326033,"balanceOf(msg.sender)+_mintAmount<=FREE_MINTS_PER_WALLET,""Free mint limit exceeded."""
0xc3f97535708c4bf572adb8f937661e010aa1436a,contracts/0xc3f97535708c4bf572adb8f937661e010aa1436a,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,15,standard,0.237,358310,"msg.value==getItemPrice(),'insufficient ETH'"
0x1d99a6742c8ccd7d390dcdd9079f06e198a547d6,contracts/0x1d99a6742c8ccd7d390dcdd9079f06e198a547d6,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,7,standard,0.272,492474,"claimers.length==amounts.length,""Arrays lengths does not match"""
0xd62203256515c07e0ea3f291a3cc1088f98a3018,contracts/0xd62203256515c07e0ea3f291a3cc1088f98a3018,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,1,standard,0.209,413881,"msg.value>=presaleCost*quantity,""Not enough ether!"""
0x3d41832e9d70cb232e7c14e2170116a419d8ad27,contracts/0x3d41832e9d70cb232e7c14e2170116a419d8ad27,False,"SolcError (v0.8.30, mode=standard)
--- stderr (tail) ---

--- stdout (tail) ---
1,""file"":""Strings.sol"",""start"":-1},""type"":""Warning""},{""component"":""general"",""errorCode"":""4327"",""formattedMessage"":""TypeError: Function needs to specify overridden contracts \""ERC721\"" and \""IERC721\"".\n   --> Burn1NFT.sol:166:77:\n    |\n166 |     function isApprovedForAll(address _owner, address operator) public view override returns (bool) {\n    |                                                                             ^^^^^^^^\nNote: This contract: \n  --> ERC721.sol:13:1:\n   |\n13 | abstract contract ERC721 is Context, ERC165, IERC721, IERC721Metadata {\n   | ^ (Relevant source part starts here and spans across multiple lines).\nNote: This contract: \n  --> IERC721.sol:11:1:\n   |\n11 | interface IERC721 is IERC165 {\n   | ^ (Relevant source part starts here and spans across multiple lines).\n\n"",""message"":""Function needs to specify overridden contracts \""ERC721\"" and \""IERC721\""."",""secondarySourceLocations"":[{""end"":12702,""file"":""ERC721.sol"",""message"":""This contract: "",""start"":211},{""end"":4680,""file"":""IERC721.sol"",""message"":""This contract: "",""start"":180}],""severity"":""error"",""sourceLocation"":{""end"":6552,""file"":""Burn1NFT.sol"",""start"":6544},""type"":""TypeError""}],""sources"":{}}
",0.8.30,14,none,0.043,1714,"ERC721.ownerOf(tokenId)==from,""ERC721: transfer of token that is not own"""
0xdb51876b37f7fd59fa54494c7badd96f44ed5137,contracts/0xdb51876b37f7fd59fa54494c7badd96f44ed5137,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,1,standard,0.368,439832,_msgSender()==walletOne
0xf8f0048484151a5e62dc8b419761791a8a587cfc,contracts/0xf8f0048484151a5e62dc8b419761791a8a587cfc,True,"Compiled OK (initial v0.8.9, mode=standard)",0.8.9,8,standard,0.948,90157,"_users.length==_userDeposits.length,""Length mismatch"""
0x63000a5ea76b4ad5f18c6baa2a22f0f38b1bd6eb,contracts/0x63000a5ea76b4ad5f18c6baa2a22f0f38b1bd6eb,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.031,340414,"msg.value==Public_Sale_Price*_count,""incorrect ether amount"""
0xe6618b248bce881e14b945ce0e487eefad1a88d5,contracts/0xe6618b248bce881e14b945ce0e487eefad1a88d5,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,12,standard,0.218,497389,"paidWhitelistPool.supply-paidWhitelistPool.minted>=amount,""Not enough paid whitelist supply"""
0x3d37eb1ad0cc20e123a2e34cf58eb38ba068dbd3,contracts/0x3d37eb1ad0cc20e123a2e34cf58eb38ba068dbd3,True,"Compiled OK (initial v0.5.10, mode=standard)",0.5.10,3,standard,0.213,149862,initialWallets.length==shares.length
0xb0c51f9255f68ae6d5ac6f80e92149cdc2e6e6f0,contracts/0xb0c51f9255f68ae6d5ac6f80e92149cdc2e6e6f0,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,14,standard,0.538,14844,"msg.value>=mintPrice*nr,""Not enough eth send"""
0x243c402d52726ade5d742caa23d88d8c62948e9e,contracts/0x243c402d52726ade5d742caa23d88d8c62948e9e,True,"Compiled OK (initial v0.8.10, mode=all_files)",0.8.10,1,all_files,0.125,318242,"externalMintCounter+_quantity<=MAX_EXTERNAL_MINTS,""Sold out"""
0x16de9d750f4ac24226154c40980ef83d4d3fd4ad,contracts/0x16de9d750f4ac24226154c40980ef83d4d3fd4ad,False,"SolcError (v0.8.30, mode=standard)
--- stderr (tail) ---

--- stdout (tail) ---
ing"",""sourceLocation"":{""end"":-1,""file"":""contracts/Lizards.sol"",""start"":-1},""type"":""Warning""},{""component"":""general"",""errorCode"":""4327"",""formattedMessage"":""TypeError: Function needs to specify overridden contracts \""ERC721\"" and \""IERC721\"".\n   --> contracts/Lizards.sol:403:9:\n    |\n403 |         override\n    |         ^^^^^^^^\nNote: This contract: \n  --> @openzeppelin/contracts/token/ERC721/IERC721.sol:11:1:\n   |\n11 | interface IERC721 is IERC165 {\n   | ^ (Relevant source part starts here and spans across multiple lines).\nNote: This contract: \n  --> contracts/ERC721.sol:13:1:\n   |\n13 | abstract contract ERC721 is Context, ERC165, IERC721, IERC721Metadata {\n   | ^ (Relevant source part starts here and spans across multiple lines).\n\n"",""message"":""Function needs to specify overridden contracts \""ERC721\"" and \""IERC721\""."",""secondarySourceLocations"":[{""end"":4704,""file"":""@openzeppelin/contracts/token/ERC721/IERC721.sol"",""message"":""This contract: "",""start"":204},{""end"":12916,""file"":""contracts/ERC721.sol"",""message"":""This contract: "",""start"":425}],""severity"":""error"",""sourceLocation"":{""end"":15807,""file"":""contracts/Lizards.sol"",""start"":15799},""type"":""TypeError""}],""sources"":{}}
",0.8.30,14,none,0.042,29780,"msg.value==cost*_mintAmount,""Wrong amount of Ether sent"""
0xe0cb15f90a9fa1e7d7f69a6d054b934989ed013c,contracts/0xe0cb15f90a9fa1e7d7f69a6d054b934989ed013c,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,22,standard,1.036,506078,"msg.value==e.publicPriceWei,""Incorrect payment"""
0x521d32f3d23f1fc82b1dbe306edc3ef668e5d973,contracts/0x521d32f3d23f1fc82b1dbe306edc3ef668e5d973,True,"Compiled OK (initial v0.4.26, mode=all_files)",0.4.26,1,all_files,1.702,26942,"ClubToken(clubToken).mint(committer,reward)"
0xfd2d02616b3cd2e48a755797c83afeb91f25c475,contracts/0xfd2d02616b3cd2e48a755797c83afeb91f25c475,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.045,1776,"block.timestamp>=preSaleDate,""Sale has not started yet"""
0xef9d312e1e1a662182b1aeb429d4132bdede12b9,contracts/0xef9d312e1e1a662182b1aeb429d4132bdede12b9,True,"Compiled OK (initial v0.4.24, mode=all_files)",0.4.24,1,all_files,2.008,330363,"appId()==preAppId,ERROR_PROTECTED_STATE_MODIFIED"
0x9521b59d0531e42f746a7a2d7e096029c891acd8,contracts/0x9521b59d0531e42f746a7a2d7e096029c891acd8,True,"Compiled OK (initial v0.6.6, mode=all_files)",0.6.6,1,all_files,0.085,342796,"block.timestamp<endsOn,""presale has ended"""
0xc06f40e6bfbb51e0239ab3fd5a56076158c1bc95,contracts/0xc06f40e6bfbb51e0239ab3fd5a56076158c1bc95,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,15,standard,0.228,424951,"escrowedAt[tokenId]==0,""Already in escrow"""
0xf183ea2adf959ad832a1a9c348597c8ae77c1994,contracts/0xf183ea2adf959ad832a1a9c348597c8ae77c1994,True,"Compiled OK (initial v0.7.6, mode=all_files)",0.7.6,1,all_files,0.08,373537,"totalSupply()<=freeSupply,""free supply reached"""
0xd63b49eb1afd14c0ed636ac58805a39a29b3b1c4,contracts/0xd63b49eb1afd14c0ed636ac58805a39a29b3b1c4,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.037,60894,"(msg.sender==MarketItemDatabase[tokenId].nftCreator&&MarketItemDatabase[tokenId].nftOwner==address(0))||msg.sender==MarketItemDatabase[tokenId].nftOwner,""ERR:6"""
0x795fe2361631acae182849a37c803d1b0cee2b42,contracts/0x795fe2361631acae182849a37c803d1b0cee2b42,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,6,standard,0.13,196778,"policies[asset].controlVariable!=0,""Policy not initialized"""
0xa55fc2f935e5decd52685e28c9f1e94528f86c70,contracts/0xa55fc2f935e5decd52685e28c9f1e94528f86c70,True,"Compiled OK (initial v0.4.26, mode=all_files)",0.4.26,1,all_files,0.234,2514,msg.sender==icoManager||msg.sender==_account
0x70313e35099089154f5361ba68c46128898e83c9,contracts/0x70313e35099089154f5361ba68c46128898e83c9,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,15,standard,0.218,45866,"block.timestamp>=_launchTimeEpochSeconds,""Not on sale yet."""
0xabc207502ea88d9bca29b95cd2eee5f0d7936418,contracts/0xabc207502ea88d9bca29b95cd2eee5f0d7936418,True,"Compiled OK (initial v0.6.12, mode=all_files)",0.6.12,1,all_files,0.102,307374,"addressToBadge[msg.sender]==0,""Receiver already has a badge"""
0x33bab1d50e18ec445715dec2dfcc23c58932ba91,contracts/0x33bab1d50e18ec445715dec2dfcc23c58932ba91,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,23,standard,0.868,185339,"msg.value==_presaleprice,""Must send correct price"""
0xddd1d123e53a1acf61a47ba592e62b240199b1a6,contracts/0xddd1d123e53a1acf61a47ba592e62b240199b1a6,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.033,395965,payable(a5).send(bal5)
0x4181e561b42fdad14c68b0794c215deb9bc80c8f,contracts/0x4181e561b42fdad14c68b0794c215deb9bc80c8f,True,"Compiled OK (initial v0.6.12, mode=standard)",0.6.12,6,standard,0.514,224752,"msg.sender==poolManager,""!auth"""
0x95ad01c2180ce793257ad79b4bc6131840a82b39,contracts/0x95ad01c2180ce793257ad79b4bc6131840a82b39,True,"Compiled OK (initial v0.8.10, mode=all_files)",0.8.10,1,all_files,0.093,346534,"presaleMinted[msg.sender]+_amount<=maxPresaleMint,""Exceed the presale limit"""
0xf8dfc7c823c819f74458ca73cf1ef1dddb23e2ad,contracts/0xf8dfc7c823c819f74458ca73cf1ef1dddb23e2ad,True,"Compiled OK (initial v0.6.5, mode=all_files)",0.6.5,1,all_files,0.4,22586,"IERC20(feeToken).transferFrom(msg.sender,feesStaking,stakingFee),'PinkslipNFT: Not enough balance'"
0xc6895a02f9dfe64341c7b1d03e77018e24db15ed,contracts/0xc6895a02f9dfe64341c7b1d03e77018e24db15ed,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,11,standard,0.09,164529,"signersRep.containsSigners(_signers),""Bridge: bad signatures"""
0xdf8adf72b8ffd03c72145093c69ca4b676533004,contracts/0xdf8adf72b8ffd03c72145093c69ca4b676533004,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.04,378225,"_publicBLOOD.current()<BLOOD_PUBLIC,""Purchase would exceed BLOOD_PUBLIC"""
0xcb669c9ee480ff5332d81a86feffbb8fc5e420ef,contracts/0xcb669c9ee480ff5332d81a86feffbb8fc5e420ef,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.025,64701,"lockInfo.unlockTime<=block.timestamp&&lockInfo.lpToken==tokenAddress,""Tokens are still locked or LP token mismatch"""
0x7bfc8b7c5a7f2dcc795c5eba02ed9eb9b5b7910c,contracts/0x7bfc8b7c5a7f2dcc795c5eba02ed9eb9b5b7910c,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,12,standard,0.155,69263,"pool.status==Status.Closed,""Manager: claim not available"""
0x6786eb419547a4902d285f70c6acdbc9aefadb6f,contracts/0x6786eb419547a4902d285f70c6acdbc9aefadb6f,True,"Compiled OK (initial v0.7.6, mode=standard)",0.7.6,18,standard,0.458,369850,"insideFraudProofWindow(_batchHeader),""State batches can only be deleted within the fraud proof window."""
0x0076f6bdd3dc40a2d254809046c953b802cab44b,contracts/0x0076f6bdd3dc40a2d254809046c953b802cab44b,True,"Compiled OK (initial v0.8.30, mode=standard)",0.8.30,16,standard,0.318,108999,"IERC20(fftAddr).transferFrom(tableAddr,vaultAddr,profitOfVault)"
0x3085d0c7cd1b8762a14a5c05a57eff5ca21baf97,contracts/0x3085d0c7cd1b8762a14a5c05a57eff5ca21baf97,True,"Compiled OK (initial v0.6.12, mode=standard)",0.6.12,37,standard,0.239,36404,"gateway.isContract(),""NO_GATEWAY_DEPLOYED"""
0x8441dcfad9cde04e67ce784dd058bf599ecad4ec,contracts/0x8441dcfad9cde04e67ce784dd058bf599ecad4ec,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.047,82498,"msg.value>=presaleCost*count,""Not enough fund."""
0x4942f853b76f37e8e02e0c4aa6374f2b1057d973,contracts/0x4942f853b76f37e8e02e0c4aa6374f2b1057d973,True,"Compiled OK (initial v0.8.30, mode=all_files)",0.8.30,1,all_files,0.026,67261,"addresses_.length==amounts_.length,""Array lengths mismatch!"""
0x3190639cd79936b82385856ef6637c588aae392f,contracts/0x3190639cd79936b82385856ef6637c588aae392f,True,"Compiled OK (initial v0.5.13, mode=standard)",0.5.13,1,standard,0.174,54575,pot.unlock_-1<block.timestamp
0xc30e680d1a6d2f2d4e79878c0108842e2994314b,contracts/0xc30e680d1a6d2f2d4e79878c0108842e2994314b,True,"Compiled OK (initial v0.5.17, mode=all_files)",0.5.17,1,all_files,0.089,289772,msg.sender==blockimmo()
