,original_index,contract_id,ground_truth,synthesized,result
486,486,202409_Bedrock_DeFi,"(value==0)||(token.allowance(address(this),spender)==0)",igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
487,487,202409_Bedrock_DeFi,oldAllowance>=value,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
488,488,202409_Bedrock_DeFi,nonceAfter==nonceBefore+1,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
489,489,202409_Bedrock_DeFi,"abi.decode(returndata,(bool))",igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
490,490,202409_Bedrock_DeFi,value==0,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
491,491,202409_Bedrock_DeFi,_status!=_ENTERED,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
492,492,202409_Bedrock_DeFi,currentAllowance>=subtractedValue,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
493,493,202409_Bedrock_DeFi,from!=address(0),igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
494,494,202409_Bedrock_DeFi,to!=address(0),igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
495,495,202409_Bedrock_DeFi,fromBalance>=amount,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
496,496,202409_Bedrock_DeFi,account!=address(0),igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
497,497,202409_Bedrock_DeFi,account!=address(0),igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
498,498,202409_Bedrock_DeFi,accountBalance>=amount,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
499,499,202409_Bedrock_DeFi,owner!=address(0),igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
500,500,202409_Bedrock_DeFi,spender!=address(0),igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
501,501,202409_Bedrock_DeFi,currentAllowance>=amount,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
502,502,202409_Bedrock_DeFi,account==_msgSender(),igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
503,503,202409_Bedrock_DeFi,!paused(),igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
504,504,202409_Bedrock_DeFi,paused(),igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
505,505,202409_Bedrock_DeFi,!paused[NATIVE_BTC],igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
506,506,202409_Bedrock_DeFi,uniBTCAmount*1e10<msg.value,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
507,507,202409_Bedrock_DeFi,!paused[_token],igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
508,508,202409_Bedrock_DeFi,_uniBTC!=address(0x0),igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
509,509,202409_Bedrock_DeFi,_token!=address(0x0),igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
510,510,202409_Bedrock_DeFi,decs==8||decs==18,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
511,511,202409_Bedrock_DeFi,uniBTCAmount>0,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
512,512,202409_Bedrock_DeFi,totalSupply<=caps[NATIVE_BTC],igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
513,513,202409_Bedrock_DeFi,uniBTCAmount>0,igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
514,514,202409_Bedrock_DeFi,totalSupply+_amount<=caps[_token],igence.consensys.net/posts/2019/09/stop-using-soliditys-transfer-now/[Learn more].,The predicates are not equivalent and neither is stronger.
515,515,202409_OnyxDAO,msg.sender==admin,return 0;,The predicates are not equivalent and neither is stronger.
516,516,202409_OnyxDAO,msg.sender==pendingNFTLiquidationImplementation&&pendingNFTLiquidationImplementation!=address(0),22,The predicates are not equivalent and neither is stronger.
517,517,202409_OnyxDAO,msg.sender==admin,return 0;,The predicates are not equivalent and neither is stronger.
518,518,202409_OnyxDAO,msg.sender==pendingAdmin&&msg.sender!=address(0),uint256 c=a*b;,The predicates are not equivalent and neither is stronger.
519,519,202409_OnyxDAO,c>=a,return 0;,The predicates are not equivalent and neither is stronger.
520,520,202409_OnyxDAO,c>=a,0)return 0;,The predicates are not equivalent and neither is stronger.
521,521,202409_OnyxDAO,b<=a,0)return 0;,The predicates are not equivalent and neither is stronger.
522,522,202409_OnyxDAO,c/a==b,0;,The predicates are not equivalent and neither is stronger.
523,523,202409_OnyxDAO,c/a==b,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
524,524,202409_OnyxDAO,b>0,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
525,525,202409_OnyxDAO,b!=0,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
526,526,202409_OnyxDAO,msg.sender==admin,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
527,527,202409_OnyxDAO,_notEntered,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
528,528,202409_OnyxDAO,borrower!=address(0),if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
529,529,202409_OnyxDAO,borrowerShortfall>0,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
530,530,202409_OnyxDAO,borrower!=address(0),if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
531,531,202409_OnyxDAO,borrowerShortfall>0,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
532,532,202409_OnyxDAO,seizeIndexes_.length==0,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
533,533,202409_OnyxDAO,extraRepayAmount==0,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
534,534,202409_OnyxDAO,repayAmount==borrowedAmount,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
535,535,202409_OnyxDAO,"IOErc20(oTokenRepay).liquidateBorrow(borrower,borrowedAmount,oTokenCollateral)==0",if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
536,536,202409_OnyxDAO,IOErc20(oTokenRepay).mint(remained)==0,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
537,537,202409_OnyxDAO,msg.value==repayAmount,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
538,538,202409_OnyxDAO,IOErc20(oTokenRepay).borrowBalanceCurrent(borrower)==0,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
539,539,202409_OnyxDAO,IOErc721(oTokenCollateral).balanceOf(address(this))==0,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
540,540,202409_OnyxDAO,IERC721(IOErc721(oTokenCollateral).underlying()).balanceOf(address(this))==0,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
541,541,202409_OnyxDAO,msg.sender==NFTLiquidationProxy(proxy).admin(),if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
542,542,202409_OnyxDAO,_comptroller!=address(0),if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
543,543,202409_OnyxDAO,_oEther!=address(0),if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
544,544,202409_OnyxDAO,IOEther(_oEther).isOToken()==true,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
545,545,202409_OnyxDAO,_protocolFeeRecipient!=address(0),if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
546,546,202409_OnyxDAO,protocolFeeMantissa<=1e18,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
547,547,202409_OnyxDAO,address(this).balance>=withdrawAmount,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
548,548,202409_OnyxDAO,IERC20(underlying).balanceOf(address(this))>=withdrawAmount,if(a==0)return 0;,The predicates are not equivalent and neither is stronger.
549,549,202603_AlkemiEarn,msg.sender==admin,"ILED,",The predicates are not equivalent and neither is stronger.
550,550,202603_AlkemiEarn,assetAddress!=address(0)&&priceFeedContract!=address(0),"ILED,",The predicates are not equivalent and neither is stronger.
551,551,202603_AlkemiEarn,assetAddress!=address(0),"ILED,",The predicates are not equivalent and neither is stronger.
552,552,202603_AlkemiEarn,newAdmin!=address(0),"ILED,",The predicates are not equivalent and neither is stronger.
553,553,202603_AlkemiEarn,_wethAddressVerified!=address(0),"ILED,",The predicates are not equivalent and neither is stronger.
554,554,202603_AlkemiEarn,_wethAddressPublic!=address(0),"ILED,",The predicates are not equivalent and neither is stronger.
555,555,202603_AlkemiEarn,timeStamp>(now-86500seconds),"ILED,",The predicates are not equivalent and neither is stronger.
556,556,202603_AlkemiEarn,answeredInRound>=roundID,"ILED,",The predicates are not equivalent and neither is stronger.
557,557,202603_AlkemiEarn,msg.sender.send(msg.value),"ILED,",The predicates are not equivalent and neither is stronger.
558,558,202603_AlkemiEarn,balanceOf[msg.sender]>=wad,"ILED,",The predicates are not equivalent and neither is stronger.
559,559,202603_AlkemiEarn,balanceOf[src]>=wad,"ILED,",The predicates are not equivalent and neither is stronger.
560,560,202603_AlkemiEarn,allowance[src][msg.sender]>=wad,"ILED,",The predicates are not equivalent and neither is stronger.
561,561,202603_AlkemiEarn,localCounter==_guardCounter,"ILED,",The predicates are not equivalent and neither is stronger.
562,562,202603_AlkemiEarn,msg.sender==admin,"ILED,",The predicates are not equivalent and neither is stronger.
563,563,202603_AlkemiEarn,newOracle!=address(0),"ILED,",The predicates are not equivalent and neither is stronger.
564,564,202603_AlkemiEarn,originationFeeMantissa<10**18&&newCloseFactorMantissa<10**18,"ILED,",The predicates are not equivalent and neither is stronger.
565,565,202603_AlkemiEarn,msg.sender==pendingAdmin,"ILED,",The predicates are not equivalent and neither is stronger.
566,566,202603_AlkemiEarn,msg.sender==admin,"ILED,",The predicates are not equivalent and neither is stronger.
567,567,202603_AlkemiEarn,interestRateModel!=address(0),"ILED,",The predicates are not equivalent and neither is stronger.
568,568,202603_AlkemiEarn,collateralMarkets.length<16,"ILED,",The predicates are not equivalent and neither is stronger.
569,569,202603_AlkemiEarn,msg.sender==admin,"ILED,",The predicates are not equivalent and neither is stronger.
570,570,202603_AlkemiEarn,msg.sender==admin,"ILED,",The predicates are not equivalent and neither is stronger.
571,571,202603_AlkemiEarn,collateralRatioMantissa>=minimumCollateralRatioMantissa&&liquidationDiscountMantissa<=maximumLiquidationDiscountMantissa,"ILED,",The predicates are not equivalent and neither is stronger.
572,572,202603_AlkemiEarn,msg.sender==admin,"ILED,",The predicates are not equivalent and neither is stronger.
573,573,202603_AlkemiEarn,interestRateModel!=address(0),"ILED,",The predicates are not equivalent and neither is stronger.
574,574,202603_AlkemiEarn,msg.sender==admin,"ILED,",The predicates are not equivalent and neither is stronger.
575,575,202603_AlkemiEarn,msg.sender==admin,"ILED,",The predicates are not equivalent and neither is stronger.
576,576,202603_AlkemiEarn,wethContractAddress!=address(0),"ILED,",The predicates are not equivalent and neither is stronger.
577,577,202603_AlkemiEarn,msg.sender!=targetAccount,"ILED,",The predicates are not equivalent and neither is stronger.
578,578,202603_AlkemiEarn,msg.sender==admin,"ILED,",The predicates are not equivalent and neither is stronger.
579,579,202603_AlkemiEarn,address(rewardControl)!=_rewardControl,"ILED,",The predicates are not equivalent and neither is stronger.
580,580,202603_AlkemiEarn,_rewardControl!=address(0),"ILED,",The predicates are not equivalent and neither is stronger.
581,581,202603_AlkemiEarn,err==Error.NO_ERROR,"ILED,",The predicates are not equivalent and neither is stronger.
582,582,202406_APEMAGA,_owner==msg.sender,_msgSender()==_owner,The predicates are equivalent.
583,583,202406_APEMAGA,currentAllowance>=amount,currentAllowance>0,The predicates are not equivalent and neither is stronger.
584,584,202406_APEMAGA,account!=address(0),account!=address(0),Exact Match
585,585,202406_APEMAGA,accountBalance>=amount,accountBalance>=amount,Exact Match
586,586,202406_APEMAGA,sender!=address(0),sender!=address(0),Exact Match
587,587,202406_APEMAGA,recipient!=address(0),recipient!=address(0),Exact Match
588,588,202406_APEMAGA,senderBalance>=amount,trading()>=amount,The predicates are not equivalent and neither is stronger.
589,589,202406_APEMAGA,account!=address(0),account!=address(0),Exact Match
590,590,202406_APEMAGA,owner!=address(0),owner!=address(0),Exact Match
591,591,202406_APEMAGA,spender!=address(0),spender!=address(0),Exact Match
592,592,202406_APEMAGA,owner!=address(0),owner!=address(0),Exact Match
593,593,202406_APEMAGA,owner==spender,spender!=address(0),The predicates are not equivalent and neither is stronger.
594,594,202406_APEMAGA,accountBalance>=amount,accountBalance>=amount,Exact Match
595,595,202406_APEMAGA,msg.sender==account,msg.sender==account,Exact Match
596,596,202301_QTN,c>=a,{,The predicates are not equivalent and neither is stronger.
597,597,202301_QTN,b<=a,override returns (bool) {,The predicates are not equivalent and neither is stronger.
598,598,202301_QTN,c/a==b,"_transfer(sender,recipient,amount);",The predicates are not equivalent and neither is stronger.
599,599,202301_QTN,b>0,returns (bool) {,The predicates are not equivalent and neither is stronger.
600,600,202301_QTN,b!=0,returns (bool) {,The predicates are not equivalent and neither is stronger.
601,601,202301_QTN,address(this).balance>=amount,"fer(sender,recipient,amount);",The predicates are not equivalent and neither is stronger.
602,602,202301_QTN,success,"fer(sender,recipient,amount);",The predicates are not equivalent and neither is stronger.
603,603,202301_QTN,address(this).balance>=value,"sender,recipient,amount);",The predicates are not equivalent and neither is stronger.
604,604,202301_QTN,isContract(target),"_transfer(sender,recipient,amount);",The predicates are not equivalent and neither is stronger.
605,605,202301_QTN,_owner==_msgSender(),"fer(sender,recipient,amount);",The predicates are not equivalent and neither is stronger.
606,606,202301_QTN,owner!=address(0),56 amount) public override returns (bool) {,The predicates are not equivalent and neither is stronger.
607,607,202301_QTN,spender!=address(0),56 amount) public override returns (bool) {,The predicates are not equivalent and neither is stronger.
608,608,202301_QTN,from!=address(0),56 amount) public override returns (bool) {,The predicates are not equivalent and neither is stronger.
609,609,202301_QTN,to!=address(0),56 amount) public override returns (bool) {,The predicates are not equivalent and neither is stronger.
610,610,202301_QTN,amount>0,56 amount) public override returns (bool) {,The predicates are not equivalent and neither is stronger.
611,611,202301_QTN,amount<=txLimitAmount,56 amount) public override returns (bool) {,The predicates are not equivalent and neither is stronger.
612,612,202301_QTN,!blacklist[from]&&!blacklist[to],56 amount) public override returns (bool) {,The predicates are not equivalent and neither is stronger.
613,613,202301_QTN,_buyInfo[from]==0||_buyInfo[from].add(_timeLimitFromLastBuy)<now,56 amount) public override returns (bool) {,The predicates are not equivalent and neither is stronger.
614,614,202301_QTN,msg.sender==address(uniswapV2Router),56 amount) public override returns (bool) {,The predicates are not equivalent and neither is stronger.
615,615,202301_QTN,balanceOf(to)<=txLimitAmount,56 amount) public override returns (bool) {,The predicates are not equivalent and neither is stronger.
616,616,202301_QTN,percentForTxLimit>=1,56 amount) public override returns (bool) {,The predicates are not equivalent and neither is stronger.
